CIL IV #,Reggio,Insula,Entrance,found?,In English,org. ,Literacy (1-3),In org. language,Context type specific,Context type general,Famous House,Category,Written by,Work,Meter,Repetition,Foreign language,Image ,Flohr Score,Socio-economic status,comments
,7,16,17,,"you ask back, beautiful gir, the kisses that I stole. Receive what I was not the only lover to steal…Whoever is in love, may he or she be well.",,3,,staircase,house,House of Maius Castricius,Romantic,,,yes,,,,32.3,medium,
1593,4,1_5,,,"Livia greets Alexander. I don't care much if you're ok, I am [hap]py if you [...]",,3,,,,,Social,,,,,,,,,Uncertian text
4446,6,12_13,20,,Big Expert,,2,BENEPERITVS,outer wall,,,Insult,,,,,,,,low,
8855,3,4_3,,,If time (...) me something...,?,3,S(i) qv(i)d me tempvs,outer wall,,,,,,,,,,,high,
8849,3,4_3,,,When a poor man...,?,3,Cvm qvidam pavp(er),outer wall,,,Social,,,,,,,,high,
7714/7715,3,4_5,3,,"Shitter, beware evil!",?,2,Cacator cave malvm,outer wall,,,Insult/Social,,,,,,,,high,
2075,8,4_5,,,"Felix, you're taking a shit!",,2,,,bar,,Insult,,,,,,,,medium,
3779,9,8b,,,Inn of Gaius Hyginus Firmus,,2,,entrance,,,Social,,,,,,,,,
1363,6,9_10,,,Anthus cock,,2,ANTVS (greek),outer wall,,,Insult,,,,,yes,,,low,
7866,9,N/A,11,,Maria asks (this),,2,,entrance,,,Social,,,,yes,,,,,
2514,7,,,,ABCDEFGHIKLMNOPQRSZVX,,2,,,,,Civic,children?,,,,,,,high,
2167,7,,,,I want to stay,,2,,,,,Social,,,,,,,,high,
1651,7,,,,Rufilla sucks it,,2,,,,,Sexual,,,,,,,,high,
1604,9,,,,Look for Falax and Fabius in the decuria of Cotinus,,3,,,,,Social,,,,,,,,,
346,6_7,,,,"Marcus Cerrinius (Vatia) as aedile! One loves him, the other is loved, I've had enough! Whoever has enough, loves!",,3,,,,,Romantic,,,,,,,,,
9311c,,,,,[alphabet],,2,,atrium,,Villa of the Mysteries,Civic,children?,,,,,,,,
9226,,,,,It's rufus,,2,,atrium,,Villa of the Mysteries,Tagging,,,,,,man with wreath,,,
9146a-b-f-h,,,,,"Faustianus, Faustianus, (...) who drives the girls crazy (...) long live the innkeeper!",,3,,outer wall,,Outside Porta Marina,Social,Woman,,,,,,,,
1751,,,,,"If someone sits here, he should read all this first; if someone wants to fuck, he should fins Attica: for 16 asses",,3,,outer wall,,Outside Porta Marina,Sexual,,,,,,,,,
9239,,,,,Muse!,,2,,dining room,,Villa of the Mysteries,Religious,,,,,,,,,
1216,,,,,"Greetings, Campanians!",,2,,garden,,House of the Mosaic Columns,Social,,,,,,,,,
9202,,,,,"My Ceres, long live whoever loves and an ill end to whoever forbids it! I have loved Leda (...)",,3,,peristyle,,Villa of the Mysteries,Romantic,,,,,,,,,
[CHECK],,,,,Lucius Sulla,,2,,,,[CHECK],Tagging,,,,,,,,,
6253,,,,,"Theif, beware evil! ",,2,,,,building outside porta vesuvio,Social,,,,,,,,,
1173,,,,,"Whoever lovs: long live he! Away with him who does not know love. And twice that much away with him who forbids love! Go to the happy people. (But) stay o Martia, if I have seen you, so long as the greatest distress gives us joy.",,3,,,,location unknown,Romantic,,,,,,,,,
10236,,,,,[CHECK],,,,,,Necropolis near Porta Nocera,,,,,,,,,,
5395,,,,,[CHECK],,,,,,Necropolis near Porta Nocera,,,,,,,,,,
10237a,,,,,[CHECK],,,,,,Necropolis near Porta Nocera,,,,,,,,,,
[CHECK],,,,,[CHECK],,,,,,Necropolis near Porta Nocera,,,,,,,,,,
[CHECK],,,,,"Actius, (...) of the people, come back soon.",,3,,,,Necropolis near Porta Nocera,Social,,,,,,,,,
5399,,,,,"Actius, chief of the stage actors, bye!",,2,,,,Necropolis near Porta Nocera,Social,,,,,,,,,
[CHECK],,,,,Bad luck to Gaius Rarus!,,2,,,,Necropolis near Porta Nocera,Insult,,,,,,,,,
10243,,,,,Bad luck to Marcus! Bad luck to Marcus!,,2,,,,Necropolis near Porta Nocera,Insult,,,,,,,,,
5406,,,,,"Bendingoverwise, buttshakingwise",,2,,,,Necropolis near Porta Nocera,Insult,,,,,,,,,
5393,,,,,"Bye, Phraste! Bye Polus!",,2,,,,Necropolis near Porta Nocera,Social,,,,,,,,,
5388,,,,,"Bye, Quintio!",,2,,,,Necropolis near Porta Nocera,Social,,,,,,,,,
5383,,,,,"Bye, Samuria!",,2,,,,Necropolis near Porta Nocera,Social,,,,,,,,,
10239,,,,,"Bye, Satyr!",,2,,,,Necropolis near Porta Nocera,Social,,,,,,drawing of face,,,
9945,,,,,"Erotaria, you jealous old bitch!",,2,,,,Necropolis near Porta Nocera,Insult,,,,,,,,,
5408,,,,,Felix sucks it for 1 as,,2,,,,Necropolis near Porta Nocera,Sexual,,,,,,,,,
90,,,,,From Gemellus to Caesernina: greetings.,,2,,,,Necropolis near Porta Nocera,Social,,,,,,,,,
10246a-k,,,,,Greetings to Cassius -Autostolus ... here -mimeplayer Petroselinius with Servulus and Vatifon and Cellicus: greetings to you. -Africanus to Maximus: good luck -Servulus here -Capito ... here -Autostolus to his comrades: good luck -Scepsimus greets Occasus -Who greets Cassius? -Petroselinus ... here -Capito ... here -Greetings from Fausta,s,3,,,,Necropolis near Porta Nocera,Social,,,,,,,,,
10233,,,,,Greetings to Hyginus. Hedone sucks Pilade's cock,,3,,,,Necropolis near Porta Nocera,Social,,,,,,,,,
5419,,,,,Heartfelt greetings!,,3,,,,Necropolis near Porta Nocera,Social,,,,,,,,,
10231,,,,,I am pregnant from Atimetus,,2,,,,Necropolis near Porta Nocera,Sexual,Woman,,,,,,,,
10234,,,,,"I love you, Facilis. Give me a chance!",,2,,,,Necropolis near Porta Nocera,Romantic,woman,,,,,,,,
[CHECK],,,,,"Macer, with a concussion",,2,,,,Necropolis near Porta Nocera,Insult,,,,,,,,,
3877,,,,,"Master of stage, bye!",,2,,,,Necropolis near Porta Nocera,Social,,,,,,,,,
5391,,,,,Minius greets Vitulus ,,2,,,,Necropolis near Porta Nocera,Social,,,,,,,,,
10227,,,,,"Secundus with his mate Habitus, on friendship, mates for all time",,3,,,,Necropolis near Porta Nocera,Social,,,,,,,,,
10222,,,,,,,,,,,Necropolis near Porta Nocera,,,,,,,drawing of head,,,
88,,,,,Gemellus ... here with Proclus,,3,,,,Necropolis outside Porta Ercolano,Sexual,,,,,,,,,
[CHECK],,,,,Glyco ... here with Martialis. Horny under the blazing sun.,,3,,,,Necropolis outside Porta Ercolano,Sexual,,,,,,,,,
9149,,,,,"Bye, here, good luck!",,2,,,house,Outside Porta Marina,Social,,,,,,,,,
9144,,,,,(Good luck) to the Pompeians!,,2,,,,Outside Porta Vesuvio,Social,,,,,,,,,
9983,,,,,"At Cumae, 20 pairs of gladiators (and their) substitutes will fight on October 1st, 5th, 6th and 7th. There will be people to be crucified, beast fights and awnings. Cuniculus gives greetingto Lucceius",,3,,,,Outside Porta Vesuvio,Violence,,,,,,,,,
9158,,,,,"Greetings stranger, take care whoever you are. Ah, take care!",,3,,,,Outside Porta Vesuvio,Social,,,,,,,,,
9167,,,,,"Lucius Calventius is, at Quinctius' house, the cultivator and owner  of a bed of violets. Take a closer look at the place",,3,,,,Outside Porta Vesuvio,Social,,,,,,,,,
5438,,,,,"Shitter, beware!",,2,,,,Outside Porta Vesuvio,Insult,,,,,,,,,
[CHECK],,,,,"Greetings, stranger, take care whoever you are! Bye!",,2,,,,Tower between Porta Ercolano and Porta Vesuvio,Social,,,,,,,,,
9246,,,,,"Here with milady, I hsve (...) here, with milady, with her buttocks wide open, I have done the job. But to write verses like that would be disgraaceful!",,3,,,,Villa of the Mysteries,Insult,,,,,,,,,
5012,,,,,"Certainly (you promised) that the Romans (would come) here once, over the years (...)",,2,,,,,Reference,virgil,Aeneid,quote,,,,,,
2776,,,,,"Give it to me pure; may Venus, who keeps the garden, love you thus.",,3,,,,,Religious,,,yes,,,,,,
2504,,,,,"Greetings, wherever ",,2,,,,,Social,,,,,,,,,
1595,,,,,"If anyone has chanced to see the game of the snake, which the young Sepumius skillfully preforms, whether you are a spectator in the theatre, or a lover of horses, may you always keep the scales in balance, wherever you are",Milnor 2014,3,,,,,Violence,,,Metrical [two distichs],,,Written in a snakelike pattern,,,Location and reggio numbers not present
[CHECK],,,,,"Lares, (be) favourable",,2,,,,,Religious,,,,,,,,,
2320,,,,,Oh happy place!,,2,,,,,Civic,,,,,,,,,
9171,,,,,"So it may be given to you, Sabina, that you always [CHECK]",,3,,,,,Sexual,,,,,,,,,
[CHECK],,,,,"Songs ... normal, not armas and the man I sing (from) troy",,3,,,,,Reference,virgil,Aeneid,quote,,,,,,
1597,,,,,"The club funds should be devided, in my opinion, for our cashbox is full of money",,3,,,,,Civic,,,yes,,,,,,
2503,,,,,"To the two ... to the  two Fabii good luck, to the two Fabii",,3,,,,,Social,,,,,,,,,
